waypoint1	waypoint2	distance_m	duration_s
alfons x metro, barcelona	singuerlin metro, barcelona	12178	3327
alfons x metro, barcelona	tarragona metro, barcelona	7028	1654
alfons x metro, barcelona	tetuan metro, barcelona	2921	1234
alfons x metro, barcelona	torras i bages metro, barcelona	5710	2148
alfons x metro, barcelona	torrassa metro, barcelona	9618	2546
alfons x metro, barcelona	torre baro metro, barcelona	6368	1886
alfons x metro, barcelona	trinitat nova metro, barcelona	5019	1286
alfons x metro, barcelona	trinitat vella metro, barcelona	9360	2340
alfons x metro, barcelona	universitat metro, barcelona	3746	1469
alfons x metro, barcelona	urgell metro, barcelona	5356	1788
alfons x metro, barcelona	urquinaona metro, barcelona	4009	1102
alfons x metro, barcelona	valldaura metro, barcelona	7804	2066
alfons x metro, barcelona	vall d'hebron metro, barcelona	6074	1908
alfons x metro, barcelona	verdaguer metro, barcelona	1685	774
alfons x metro, barcelona	verneda metro, barcelona	6200	1770
alfons x metro, barcelona	via julia metro, barcelona	4179	1049
alfons x metro, barcelona	vilapicina metro, barcelona	3037	1388
alfons x metro, barcelona	virrei amat metro, barcelona	4121	1496
alfons x metro, barcelona	zona universitaria metro, barcelona	8756	2195
almeda metro, barcelona	arc de triomf metro, barcelona	10516	3266
almeda metro, barcelona	artigues metro, barcelona	16929	4408
almeda metro, barcelona	avinguda carrilet metro, barcelona	2282	724
almeda metro, barcelona	avinguda tibidabo metro, barcelona	12922	3876
almeda metro, barcelona	bac de roda metro, barcelona	13880	3847
almeda metro, barcelona	badal metro, barcelona	5990	2144
almeda metro, barcelona	badalona pompeu fabra metro, barcelona	19890	4824
almeda metro, barcelona	barceloneta metro, barcelona	13992	3985
almeda metro, barcelona	baro de vivir metro, barcelona	18144	4462
almeda metro, barcelona	bellvitge metro, barcelona	2861	1924
almeda metro, barcelona	besos metro, barcelona	15765	4480
almeda metro, barcelona	besos mar metro, barcelona	19238	4718
almeda metro, barcelona	bogatell metro, barcelona	11687	3898
almeda metro, barcelona	bon pastor metro, barcelona	16691	4278
almeda metro, barcelona	camp de l'arpa metro, barcelona	12686	3238
almeda metro, barcelona	can boixeres metro, barcelona	2576	1625
almeda metro, barcelona	can cuias metro, barcelona	23141	5262
almeda metro, barcelona	can peixauet metro, barcelona	19807	5286
almeda metro, barcelona	can serra metro, barcelona	3023	2031
almeda metro, barcelona	can tries metro, barcelona	4786	1681
almeda metro, barcelona	can vidalet metro, barcelona	3433	1755
almeda metro, barcelona	can zam metro, barcelona	20232	5626
almeda metro, barcelona	canyelles metro, barcelona	16573	4279
almeda metro, barcelona	casa de l'aigua metro, barcelona	17580	4708
almeda metro, barcelona	catalunya metro, barcelona	9702	3210
almeda metro, barcelona	centric metro, barcelona	16674	3875
almeda metro, barcelona	via olimpica metro, barcelona	14923	4154
almeda metro, barcelona	ciutat meridiana metro, barcelona	21788	4945
almeda metro, barcelona	clot metro, barcelona	12915	3747
almeda metro, barcelona	collblanc metro, barcelona	5383	2110
almeda metro, barcelona	congres metro, barcelona	14144	3436
almeda metro, barcelona	cornella centre metro, barcelona	1998	680
almeda metro, barcelona	cornella riera metro, barcelona	1271	943
almeda metro, barcelona	Diagonal, Barcelona, Spain	9896	2998
almeda metro, barcelona	Drassanes metro, barcelona	10760	3389
almeda metro, barcelona	el carmel metro, barcelona	17426	4054
almeda metro, barcelona	el coll metro, barcelona	18612	4245
almeda metro, barcelona	el maresme metro, barcelona	18821	4715
almeda metro, barcelona	el prat estacio metro, barcelona	15625	3826
almeda metro, barcelona	el putxet metro, barcelona	12354	3665
almeda metro, barcelona	encants metro, barcelona	12815	3633
almeda metro, barcelona	entenca metro, barcelona	7977	2470
almeda metro, barcelona	ernest lluch metro, barcelona	4913	2430
almeda metro, barcelona	esglesia major metro, barcelona	19578	5231
almeda metro, barcelona	espanya metro, barcelona	7455	2286
almeda metro, barcelona	europa metro, barcelona	7304	2049
almeda metro, barcelona	Fabra metro, barcelona	14986	3972
almeda metro, barcelona	Fira metro, barcelona	8926	3128
almeda metro, barcelona	Florida metro, barcelona	3576	2074
almeda metro, barcelona	Fondo metro, barcelona	19775	4714
almeda metro, barcelona	Fontana metro, barcelona	10730	3432
almeda metro, barcelona	Gavarra metro, barcelona	1059	909
almeda metro, barcelona	girona metro, barcelona	11061	3347
almeda metro, barcelona	glories metro, barcelona	11879	3487
almeda metro, barcelona	gorg metro, barcelona	6297	2854
almeda metro, barcelona	gornal metro, barcelona	7356	2273
almeda metro, barcelona	gracia metro, barcelona	10466	3465
almeda metro, barcelona	guinardo metro, barcelona	12937	3702
almeda metro, barcelona	horta metro, barcelona	16714	3918
almeda metro, barcelona	hospital de bellvitge metro, barcelona	3744	2057
almeda metro, barcelona	dos de maig metro, barcelona	12024	3095
almeda metro, barcelona	hospital clinic metro, barcelona	8625	2577
almeda metro, barcelona	hostafrancs metro, barcelona	6716	2598
almeda metro, barcelona	ildefons cerda metro, barcelona	5737	2043
almeda metro, barcelona	Jaume I metro, barcelona	13244	3804
almeda metro, barcelona	Joanic metro, barcelona	11471	3519
almeda metro, barcelona	Bonanova metro, barcelona	11023	3358
almeda metro, barcelona	La pau metro, barcelona	15346	4175
almeda metro, barcelona	Sagrera metro, barcelona	13859	3400
almeda metro, barcelona	La salut metro, barcelona	18551	4555
almeda metro, barcelona	Les Corts metro, barcelona	8620	3045
almeda metro, barcelona	Les moreres metro, barcelona	13461	3525
almeda metro, barcelona	Les tres torres metro, barcelona	11347	3466
almeda metro, barcelona	Lesseps metro, barcelona	11100	3426
almeda metro, barcelona	Liceu metro, barcelona	11390	3494
almeda metro, barcelona	Llacuna metro, barcelona	16613	4286
almeda metro, barcelona	llefia metro, barcelona	17921	4493
almeda metro, barcelona	llucmajor metro, barcelona	15474	4054
almeda metro, barcelona	Magoria metro, barcelona	6255	1868
almeda metro, barcelona	Maragall metro, barcelona	14708	3574
almeda metro, barcelona	Maria Cristina metro, barcelona	9309	3157
almeda metro, barcelona	Marina metro, barcelona	11234	3475
almeda metro, barcelona	Mas blau metro, barcelona	19391	4160
almeda metro, barcelona	Mercabarna metro, barcelona	7859	3340
almeda metro, barcelona	Mercat Nou metro, barcelona	5843	2484
almeda metro, barcelona	Moli Nou metro, barcelona	12562	3254
almeda metro, barcelona	Montbau metro, barcelona	14265	3964
almeda metro, barcelona	Monumental metro, barcelona	11901	3504
almeda metro, barcelona	Mundet metro, barcelona	14959	4117
almeda metro, barcelona	Muntaner metro, barcelona	10406	3259
almeda metro, barcelona	Navas metro, barcelona	13434	3729
almeda metro, barcelona	Onza de Setembre metro, barcelona	15228	4080
almeda metro, barcelona	Palau Reial metro, barcelona	9948	3263
almeda metro, barcelona	Padua metro, barcelona	11918	4077
almeda metro, barcelona	Parallel metro, barcelona	10340	3388
almeda metro, barcelona	Parc logistic metro, barcelona	10509	3305
almeda metro, barcelona	Parc nou metro, barcelona	17680	3982
almeda metro, barcelona	passeig de gracia metro, barcelona	9675	3330
almeda metro, barcelona	penitents metro, barcelona	12874	3777
almeda metro, barcelona	pep ventura metro, barcelona	19041	4666
almeda metro, barcelona	placa molina metro, barcelona	11228	3818
almeda metro, barcelona	placa de sants metro, barcelona	6644	2252
almeda metro, barcelona	placa del centre metro, barcelona	7984	2894
almeda metro, barcelona	poblenou metro, barcelona	17284	4396
almeda metro, barcelona	poble sec metro, barcelona	9394	3167
almeda metro, barcelona	provenca metro, barcelona	9824	2922
almeda metro, barcelona	pubilla cases metro, barcelona	4222	1878
almeda metro, barcelona	rambla just oliveres metro, barcelona	2752	1912
almeda metro, barcelona	reina elisenda metro, barcelona	14011	3493
almeda metro, barcelona	rocafort metro, barcelona	7831	2792
almeda metro, barcelona	roquetes metro, barcelona	17747	4532
almeda metro, barcelona	sagrada familia metro, barcelona	11447	3061
almeda metro, barcelona	sant andreu metro, barcelona	14986	3972
almeda metro, barcelona	sant antoni metro, barcelona	8889	3297
almeda metro, barcelona	sant boi metro, barcelona	7924	2195
almeda metro, barcelona	sant gervasi metro, barcelona	11262	3855
almeda metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	1884	1513
almeda metro, barcelona	sant josep metro, barcelona	3556	1127
almeda metro, barcelona	sant marti metro, barcelona	14494	3950
almeda metro, barcelona	sant roc metro, barcelona	17981	4582
almeda metro, barcelona	santa coloma metro, barcelona	18877	4579
almeda metro, barcelona	santa eulalia metro, barcelona	5410	1728
almeda metro, barcelona	santa rosa metro, barcelona	20541	5295
almeda metro, barcelona	sants estacio metro, barcelona	7493	2517
almeda metro, barcelona	sarria metro, barcelona	13128	3386
almeda metro, barcelona	selva de mar metro, barcelona	18007	4553
almeda metro, barcelona	singuerlin metro, barcelona	21077	4719
almeda metro, barcelona	tarragona metro, barcelona	7950	2875
almeda metro, barcelona	tetuan metro, barcelona	12674	3678
almeda metro, barcelona	torras i bages metro, barcelona	17007	4373
almeda metro, barcelona	torrassa metro, barcelona	4170	2214
almeda metro, barcelona	torre baro metro, barcelona	18535	5023
almeda metro, barcelona	trinitat nova metro, barcelona	17186	4423
almeda metro, barcelona	trinitat vella metro, barcelona	17604	4367
almeda metro, barcelona	universitat metro, barcelona	8982	3051
almeda metro, barcelona	urgell metro, barcelona	8342	2884
almeda metro, barcelona	urquinaona metro, barcelona	9935	3210
almeda metro, barcelona	valldaura metro, barcelona	15647	4141
almeda metro, barcelona	vall d'hebron metro, barcelona	18816	4243
almeda metro, barcelona	verdaguer metro, barcelona	10576	2982
almeda metro, barcelona	verneda metro, barcelona	16012	4189
almeda metro, barcelona	via julia metro, barcelona	16346	4186
almeda metro, barcelona	vilapicina metro, barcelona	15779	3723
almeda metro, barcelona	virrei amat metro, barcelona	15212	3683
almeda metro, barcelona	zona universitaria metro, barcelona	6618	2910
arc de triomf metro, barcelona	artigues metro, barcelona	7136	1586
arc de triomf metro, barcelona	avinguda carrilet metro, barcelona	8854	2013
arc de triomf metro, barcelona	avinguda tibidabo metro, barcelona	6819	1497
arc de triomf metro, barcelona	bac de roda metro, barcelona	3204	1428
arc de triomf metro, barcelona	badal metro, barcelona	5135	1793
arc de triomf metro, barcelona	badalona pompeu fabra metro, barcelona	10072	2007
arc de triomf metro, barcelona	barceloneta metro, barcelona	2223	1359
arc de triomf metro, barcelona	baro de vivir metro, barcelona	7627	1641
arc de triomf metro, barcelona	bellvitge metro, barcelona	9922	2109
arc de triomf metro, barcelona	besos metro, barcelona	5780	1622
arc de triomf metro, barcelona	besos mar metro, barcelona	5183	1665
arc de triomf metro, barcelona	bogatell metro, barcelona	2051	717
arc de triomf metro, barcelona	bon pastor metro, barcelona	6863	1963
arc de triomf metro, barcelona	camp de l'arpa metro, barcelona	3621	1493
arc de triomf metro, barcelona	can boixeres metro, barcelona	8550	2313
arc de triomf metro, barcelona	can cuias metro, barcelona	13124	2812
arc de triomf metro, barcelona	can peixauet metro, barcelona	9290	2465
arc de triomf metro, barcelona	can serra metro, barcelona	7617	1802
arc de triomf metro, barcelona	can tries metro, barcelona	7650	2361
arc de triomf metro, barcelona	can vidalet metro, barcelona	7692	2183
arc de triomf metro, barcelona	can zam metro, barcelona	9715	2805
arc de triomf metro, barcelona	canyelles metro, barcelona	11366	2261
arc de triomf metro, barcelona	casa de l'aigua metro, barcelona	9853	2742
arc de triomf metro, barcelona	catalunya metro, barcelona	1496	787
arc de triomf metro, barcelona	centric metro, barcelona	12946	2869
arc de triomf metro, barcelona	via olimpica metro, barcelona	2076	1164
arc de triomf metro, barcelona	ciutat meridiana metro, barcelona	11771	2495
arc de triomf metro, barcelona	clot metro, barcelona	2398	926
arc de triomf metro, barcelona	collblanc metro, barcelona	5898	1982
arc de triomf metro, barcelona	congres metro, barcelona	4281	1584
arc de triomf metro, barcelona	cornella centre metro, barcelona	10811	2670
arc de triomf metro, barcelona	cornella riera metro, barcelona	11673	3287
arc de triomf metro, barcelona	Diagonal, Barcelona, Spain	4093	1045
arc de triomf metro, barcelona	Drassanes metro, barcelona	3120	1009
arc de triomf metro, barcelona	el carmel metro, barcelona	9681	1606
arc de triomf metro, barcelona	el coll metro, barcelona	10376	1696
arc de triomf metro, barcelona	el maresme metro, barcelona	4767	1662
arc de triomf metro, barcelona	el prat estacio metro, barcelona	15799	3235
arc de triomf metro, barcelona	el putxet metro, barcelona	7271	1782
arc de triomf metro, barcelona	encants metro, barcelona	2809	1237
arc de triomf metro, barcelona	entenca metro, barcelona	3715	1748
arc de triomf metro, barcelona	ernest lluch metro, barcelona	7556	2547
arc de triomf metro, barcelona	esglesia major metro, barcelona	9061	2410
arc de triomf metro, barcelona	espanya metro, barcelona	3512	1091
arc de triomf metro, barcelona	europa metro, barcelona	6526	1787
arc de triomf metro, barcelona	Fabra metro, barcelona	4469	1151
arc de triomf metro, barcelona	Fira metro, barcelona	9099	2537
arc de triomf metro, barcelona	Florida metro, barcelona	6940	1637
arc de triomf metro, barcelona	Fondo metro, barcelona	9258	1893
arc de triomf metro, barcelona	Fontana metro, barcelona	4664	997
arc de triomf metro, barcelona	Gavarra metro, barcelona	10067	2584
arc de triomf metro, barcelona	girona metro, barcelona	1417	925
arc de triomf metro, barcelona	glories metro, barcelona	1362	666
arc de triomf metro, barcelona	gorg metro, barcelona	8350	2676
arc de triomf metro, barcelona	gornal metro, barcelona	7623	2450
arc de triomf metro, barcelona	gracia metro, barcelona	4659	1112
arc de triomf metro, barcelona	guinardo metro, barcelona	5211	1736
arc de triomf metro, barcelona	horta metro, barcelona	6712	1313
arc de triomf metro, barcelona	hospital de bellvitge metro, barcelona	10805	2242
arc de triomf metro, barcelona	dos de maig metro, barcelona	3177	944
arc de triomf metro, barcelona	hospital clinic metro, barcelona	3261	1704
arc de triomf metro, barcelona	hostafrancs metro, barcelona	3800	1113
arc de triomf metro, barcelona	ildefons cerda metro, barcelona	5708	1664
arc de triomf metro, barcelona	Jaume I metro, barcelona	1195	897
arc de triomf metro, barcelona	Joanic metro, barcelona	3744	1553
arc de triomf metro, barcelona	Bonanova metro, barcelona	6603	1504
arc de triomf metro, barcelona	La pau metro, barcelona	4671	1756
arc de triomf metro, barcelona	Sagrera metro, barcelona	3921	1095
arc de triomf metro, barcelona	La salut metro, barcelona	8723	2240
arc de triomf metro, barcelona	Les Corts metro, barcelona	5771	1951
arc de triomf metro, barcelona	Les moreres metro, barcelona	13634	2934
arc de triomf metro, barcelona	Les tres torres metro, barcelona	6927	1612
arc de triomf metro, barcelona	Lesseps metro, barcelona	5192	1080
arc de triomf metro, barcelona	Liceu metro, barcelona	2469	784
arc de triomf metro, barcelona	Llacuna metro, barcelona	2640	800
arc de triomf metro, barcelona	llefia metro, barcelona	8093	2178
arc de triomf metro, barcelona	llucmajor metro, barcelona	7747	2088
arc de triomf metro, barcelona	Magoria metro, barcelona	4672	1490
arc de triomf metro, barcelona	Maragall metro, barcelona	4998	1091
arc de triomf metro, barcelona	Maria Cristina metro, barcelona	6460	2063
arc de triomf metro, barcelona	Marina metro, barcelona	717	654
arc de triomf metro, barcelona	Mas blau metro, barcelona	19565	3569
arc de triomf metro, barcelona	Mercabarna metro, barcelona	13110	3909
arc de triomf metro, barcelona	Mercat Nou metro, barcelona	4793	1347
arc de triomf metro, barcelona	Moli Nou metro, barcelona	16639	2118
arc de triomf metro, barcelona	Montbau metro, barcelona	9112	1843
arc de triomf metro, barcelona	Monumental metro, barcelona	1037	811
arc de triomf metro, barcelona	Mundet metro, barcelona	9651	1945
arc de triomf metro, barcelona	Muntaner metro, barcelona	5986	1405
arc de triomf metro, barcelona	Navas metro, barcelona	2917	908
arc de triomf metro, barcelona	Onza de Setembre metro, barcelona	5400	1765
arc de triomf metro, barcelona	Palau Reial metro, barcelona	7099	2169
arc de triomf metro, barcelona	Padua metro, barcelona	5904	1624
arc de triomf metro, barcelona	Parallel metro, barcelona	3415	1542
arc de triomf metro, barcelona	Parc logistic metro, barcelona	10683	2714
